Date,Product,Category,Region,Sales Channel,Customer Segment,Quantity Sold,Unit Price,Total Sales
2024-01-27,Desktop,Accessories,Europe,Marketplace,Consumer,33,2063.28,68088.24
2024-08-02,Smartwatch,Wearables,South America,Marketplace,Enterprise,87,746.48,64943.76
2023-12-05,Tablet,Mobile,Oceania,Online,Home Office,74,696.18,51517.32
2022-11-14,Tablet,Computers,South America,Online,Small Business,57,1327.42,75662.94
2023-09-10,Tablet,Wearables,Africa,Wholesale,Corporate,52,2421.04,125894.08
2022-12-29,Laptop,Accessories,Oceania,Marketplace,Home Office,64,2305.28,147537.92
2024-04-01,Smartwatch,Electronics,Europe,Marketplace,Small Business,43,931.11,40037.73
2023-01-17,Tablet,Wearables,South America,Retail Store,Consumer,92,1960.58,180373.36
2022-08-21,Smartwatch,Mobile,Europe,Retail Store,Home Office,81,2307.23,186885.63
2024-02-16,Tablet,Accessories,Oceania,Marketplace,Small Business,44,689.27,30327.879999999997
2022-12-10,Desktop,Electronics,Europe,Retail Store,Corporate,90,2084.22,187579.8
2023-07-03,Desktop,Computers,Europe,Marketplace,Small Business,89,706.34,62864.26
2024-03-27,Desktop,Accessories,North America,Direct Sales,Enterprise,36,891.04,32077.44
2023-07-07,Smartphone,Electronics,South America,Wholesale,Corporate,12,537.11,6445.32
2023-06-13,Tablet,Computers,Europe,Retail Store,Home Office,56,1292.35,72371.59999999999
2024-05-05,Smartphone,Electronics,North America,Marketplace,Consumer,3,2116.11,6348.33
2024-02-28,Smartwatch,Computers,North America,Retail Store,Corporate,50,1343.73,67186.5
2024-03-29,Smartphone,Computers,Asia,Wholesale,Corporate,29,352.43,10220.47
2023-07-25,Smartwatch,Computers,Asia,Direct Sales,Corporate,88,666.85,58682.8
2024-07-23,Smartwatch,Electronics,Oceania,Online,Small Business,83,1429.01,118607.83
2022-07-02,Smartwatch,Computers,South America,Online,Enterprise,77,1478.81,113868.37
2022-02-10,Smartphone,Accessories,Asia,Retail Store,Consumer,16,1463.42,23414.72
2023-07-05,Tablet,Mobile,Oceania,Marketplace,Consumer,40,238.66,9546.4
2023-02-01,Smartphone,Mobile,South America,Wholesale,Enterprise,27,1896.55,51206.85
2023-12-05,Tablet,Computers,Oceania,Direct Sales,Small Business,70,2278.1,159467.0
2024-02-18,Tablet,Mobile,North America,Direct Sales,Small Business,42,1300.77,54632.34
2023-05-09,Smartwatch,Mobile,North America,Direct Sales,Enterprise,57,1811.13,103234.41
2023-10-21,Smartphone,Computers,South America,Online,Enterprise,10,2289.34,22893.4
2024-06-25,Tablet,Computers,Oceania,Wholesale,Home Office,38,1624.43,61728.340000000004
2022-11-29,Desktop,Accessories,Oceania,Online,Small Business,8,1702.1,13616.8
2022-05-07,Tablet,Wearables,Asia,Retail Store,Corporate,18,1817.44,32713.920000000002
2023-07-12,Desktop,Electronics,Asia,Direct Sales,Consumer,96,688.23,66070.08
2023-07-11,Smartphone,Computers,South America,Wholesale,Small Business,17,1477.56,25118.52
2022-01-01,Smartphone,Computers,Africa,Direct Sales,Enterprise,58,2113.33,122573.14
2022-06-17,Smartphone,Mobile,Asia,Online,Corporate,66,775.6,51189.6
2023-09-12,Tablet,Accessories,Europe,Online,Home Office,44,2248.07,98915.08
2022-01-19,Laptop,Mobile,Asia,Online,Home Office,84,1569.94,131874.96
2022-11-28,Tablet,Computers,Africa,Direct Sales,Corporate,74,1086.78,80421.72
2023-08-07,Tablet,Computers,Oceania,Wholesale,Corporate,9,1576.8,14191.199999999999
2023-04-01,Smartwatch,Mobile,North America,Wholesale,Enterprise,48,1034.56,49658.88
2024-08-14,Smartwatch,Computers,North America,Retail Store,Enterprise,39,2103.19,82024.41
2022-04-19,Tablet,Wearables,Oceania,Direct Sales,Consumer,89,1231.68,109619.52
2022-09-25,Desktop,Electronics,North America,Retail Store,Consumer,89,2257.97,200959.33
2023-03-21,Smartwatch,Electronics,Asia,Retail Store,Home Office,88,1299.03,114314.64
2022-08-28,Tablet,Electronics,North America,Retail Store,Corporate,6,1667.9,10007.400000000001
2024-07-17,Laptop,Wearables,Africa,Retail Store,Home Office,30,2494.47,74834.09999999999
2022-10-28,Desktop,Computers,Africa,Online,Enterprise,74,410.07,30345.18
2023-08-25,Smartphone,Mobile,Asia,Retail Store,Small Business,95,1854.99,176224.05
2022-04-13,Tablet,Accessories,Oceania,Wholesale,Enterprise,18,390.24,7024.32
2022-09-07,Tablet,Computers,Europe,Retail Store,Small Business,43,2105.22,90524.45999999999
2023-03-29,Desktop,Wearables,Asia,Online,Corporate,33,1511.31,49873.229999999996
2023-06-04,Smartwatch,Wearables,North America,Marketplace,Corporate,53,2348.49,124469.96999999999
2022-06-02,Smartwatch,Electronics,Asia,Marketplace,Corporate,56,2171.59,121609.04000000001
2024-05-08,Smartwatch,Computers,Africa,Marketplace,Consumer,19,233.44,4435.36
2022-06-23,Smartphone,Electronics,Asia,Direct Sales,Consumer,87,386.39,33615.93
2022-12-09,Desktop,Accessories,Asia,Wholesale,Small Business,69,1522.87,105078.03
2023-11-01,Desktop,Electronics,Europe,Online,Home Office,26,1319.87,34316.619999999995
2023-03-07,Smartwatch,Accessories,Africa,Marketplace,Home Office,29,462.98,13426.42
2023-12-28,Smartwatch,Wearables,South America,Online,Small Business,24,366.93,8806.32
2023-11-20,Laptop,Electronics,South America,Online,Consumer,6,1431.78,8590.68
2023-11-18,Laptop,Electronics,Africa,Direct Sales,Enterprise,54,169.86,9172.44
2024-05-01,Tablet,Mobile,South America,Marketplace,Small Business,39,2190.65,85435.35
2024-04-29,Tablet,Wearables,North America,Retail Store,Home Office,4,2027.35,8109.4
2023-10-20,Desktop,Mobile,South America,Online,Small Business,58,1974.16,114501.28
2024-08-19,Desktop,Accessories,North America,Marketplace,Small Business,48,89.19,4281.12
2022-11-20,Smartphone,Accessories,Africa,Online,Corporate,60,166.72,10003.2
2023-11-04,Smartphone,Wearables,South America,Direct Sales,Consumer,26,1397.11,36324.86
2023-10-01,Laptop,Accessories,South America,Direct Sales,Corporate,79,2486.34,196420.86000000002
2023-02-24,Tablet,Wearables,Oceania,Retail Store,Consumer,77,888.67,68427.59
2023-08-17,Laptop,Accessories,North America,Direct Sales,Small Business,40,893.72,35748.8
2023-04-30,Laptop,Computers,North America,Marketplace,Consumer,86,378.98,32592.280000000002
2023-10-21,Tablet,Electronics,Asia,Direct Sales,Home Office,77,1702.12,131063.23999999999
2024-01-21,Smartphone,Computers,Europe,Retail Store,Corporate,56,1634.36,91524.15999999999
2023-02-16,Tablet,Wearables,South America,Wholesale,Small Business,39,298.24,11631.36
2024-07-24,Smartwatch,Wearables,Oceania,Online,Home Office,81,1195.16,96807.96
2022-03-25,Smartwatch,Computers,Europe,Online,Consumer,39,1684.33,65688.87
2022-04-23,Smartwatch,Electronics,Oceania,Marketplace,Consumer,48,1259.11,60437.28
2024-01-07,Desktop,Electronics,Europe,Retail Store,Home Office,25,1702.19,42554.75
2022-11-28,Smartphone,Mobile,South America,Retail Store,Consumer,34,2049.86,69695.24
2023-01-13,Smartphone,Accessories,Oceania,Retail Store,Corporate,21,1730.25,36335.25
2024-01-25,Desktop,Mobile,North America,Online,Enterprise,25,1559.48,38987.0
2023-10-17,Laptop,Electronics,Asia,Direct Sales,Consumer,89,2141.3,190575.7
2022-02-10,Smartwatch,Computers,Oceania,Online,Small Business,22,2256.44,49641.68
2024-07-23,Smartwatch,Accessories,Africa,Online,Consumer,23,1002.77,23063.71
2024-02-09,Laptop,Computers,South America,Online,Small Business,25,474.46,11861.5
2024-08-16,Tablet,Mobile,South America,Direct Sales,Consumer,78,2053.76,160193.28000000003
2024-03-07,Tablet,Wearables,Africa,Wholesale,Consumer,78,573.7,44748.600000000006
2022-04-15,Smartphone,Computers,Europe,Marketplace,Small Business,26,2325.93,60474.17999999999
2022-07-21,Desktop,Mobile,Asia,Wholesale,Corporate,30,106.05,3181.5
2023-03-26,Smartphone,Mobile,Europe,Wholesale,Enterprise,90,2307.11,207639.90000000002
2024-03-29,Tablet,Mobile,Africa,Online,Enterprise,38,1493.5,56753.0
2024-04-22,Laptop,Wearables,Africa,Wholesale,Corporate,86,1948.12,167538.31999999998
2024-08-30,Smartphone,Wearables,Asia,Online,Consumer,34,1026.31,34894.54
2022-09-23,Smartwatch,Wearables,Africa,Online,Enterprise,89,2479.7,220693.3
2024-06-28,Smartwatch,Accessories,Africa,Marketplace,Corporate,77,607.5,46777.5
2022-07-29,Laptop,Wearables,Oceania,Retail Store,Corporate,93,697.64,64880.52
2023-07-17,Tablet,Wearables,Asia,Online,Enterprise,73,176.01,12848.73
2022-04-28,Smartwatch,Wearables,South America,Wholesale,Small Business,15,2354.16,35312.399999999994
2023-12-14,Smartwatch,Computers,Europe,Marketplace,Home Office,95,1167.27,110890.65
2023-01-12,Desktop,Wearables,South America,Wholesale,Small Business,44,1703.39,74949.16
2023-07-05,Smartphone,Accessories,South America,Retail Store,Consumer,91,1734.23,157814.93
2023-06-24,Tablet,Mobile,Oceania,Direct Sales,Small Business,95,2192.53,208290.35
2024-02-10,Smartphone,Computers,Europe,Retail Store,Home Office,10,1679.07,16790.7
2022-03-25,Tablet,Electronics,South America,Marketplace,Home Office,37,1426.95,52797.15
2023-03-30,Smartwatch,Wearables,Asia,Retail Store,Corporate,7,1790.28,12531.96
2023-10-29,Desktop,Mobile,Europe,Retail Store,Consumer,32,1889.88,60476.16
2023-09-21,Smartphone,Mobile,North America,Marketplace,Corporate,11,505.52,5560.719999999999
2023-05-29,Smartwatch,Computers,Oceania,Marketplace,Small Business,48,318.68,15296.64
2023-08-28,Tablet,Electronics,South America,Wholesale,Small Business,92,233.38,21470.96
2023-11-09,Smartphone,Accessories,Africa,Online,Enterprise,68,966.43,65717.23999999999
2023-01-22,Smartphone,Mobile,Europe,Direct Sales,Corporate,48,1270.1,60964.799999999996
2024-06-30,Smartwatch,Mobile,North America,Direct Sales,Corporate,45,1558.34,70125.3
2022-12-16,Smartphone,Mobile,Africa,Direct Sales,Corporate,95,2397.18,227732.09999999998
2022-10-23,Desktop,Mobile,North America,Retail Store,Corporate,93,860.43,80019.98999999999
2022-09-15,Desktop,Computers,South America,Marketplace,Home Office,33,1914.14,63166.62
2022-03-22,Smartwatch,Electronics,Africa,Marketplace,Enterprise,4,1351.83,5407.32
2024-07-25,Tablet,Mobile,South America,Marketplace,Consumer,47,589.22,27693.34
2022-09-25,Smartwatch,Accessories,Africa,Online,Consumer,90,1557.5,140175.0
2023-02-23,Desktop,Accessories,Europe,Marketplace,Consumer,53,2419.58,128237.73999999999
2022-08-23,Laptop,Wearables,Asia,Marketplace,Home Office,31,354.56,10991.36
2024-04-12,Laptop,Mobile,Asia,Retail Store,Enterprise,31,1292.84,40078.04
2022-11-07,Smartphone,Mobile,North America,Wholesale,Enterprise,27,176.44,4763.88
2024-03-23,Smartphone,Mobile,Oceania,Direct Sales,Home Office,89,836.98,74491.22
2022-12-23,Laptop,Mobile,Africa,Retail Store,Corporate,48,1570.48,75383.04000000001
2022-08-01,Desktop,Mobile,South America,Retail Store,Small Business,36,2110.59,75981.24
2023-07-28,Smartphone,Accessories,Oceania,Retail Store,Corporate,49,1839.3,90125.7
2022-02-18,Smartwatch,Electronics,Europe,Direct Sales,Consumer,31,1184.0,36704.0
2022-05-07,Smartwatch,Electronics,Europe,Retail Store,Corporate,44,2277.6,100214.4
2022-08-11,Desktop,Wearables,Europe,Wholesale,Home Office,59,791.65,46707.35
2024-07-09,Smartphone,Accessories,Asia,Marketplace,Consumer,23,1897.26,43636.98
2022-10-06,Smartwatch,Mobile,South America,Wholesale,Small Business,99,1211.32,119920.68
2023-02-12,Smartphone,Electronics,Europe,Marketplace,Consumer,68,2251.66,153112.88
2023-05-20,Smartphone,Computers,Europe,Marketplace,Corporate,92,2003.71,184341.32
2022-10-21,Smartwatch,Computers,North America,Retail Store,Enterprise,42,2258.6,94861.2
2024-03-06,Laptop,Computers,Africa,Retail Store,Enterprise,42,574.91,24146.219999999998
2022-10-04,Smartwatch,Mobile,Africa,Direct Sales,Enterprise,13,1686.97,21930.61
2023-03-14,Desktop,Mobile,Africa,Online,Consumer,1,1859.24,1859.24
2022-04-17,Tablet,Wearables,Oceania,Wholesale,Enterprise,76,1868.91,142037.16
2023-10-20,Smartwatch,Wearables,North America,Direct Sales,Home Office,53,1284.8,68094.4
2023-02-24,Smartphone,Wearables,Asia,Direct Sales,Small Business,40,77.56,3102.4
2023-09-03,Smartphone,Computers,Oceania,Wholesale,Enterprise,90,690.51,62145.9
2023-03-05,Smartwatch,Mobile,North America,Wholesale,Home Office,46,842.09,38736.14
2023-01-10,Tablet,Computers,Europe,Marketplace,Home Office,87,2137.49,185961.62999999998
2022-03-14,Smartwatch,Wearables,South America,Online,Consumer,22,2110.17,46423.740000000005
2024-08-06,Tablet,Mobile,Oceania,Retail Store,Consumer,52,306.47,15936.440000000002
2023-09-26,Tablet,Accessories,Oceania,Online,Small Business,28,2377.1,66558.8
2022-01-30,Desktop,Electronics,Europe,Online,Small Business,53,497.02,26342.059999999998
2022-07-07,Smartphone,Electronics,Europe,Retail Store,Corporate,63,1065.18,67106.34000000001
2022-12-30,Smartphone,Wearables,South America,Online,Small Business,17,577.13,9811.21
2024-05-15,Tablet,Computers,Africa,Direct Sales,Consumer,64,2157.81,138099.84
2024-03-10,Smartphone,Accessories,Oceania,Direct Sales,Home Office,6,1886.03,11316.18
2023-03-27,Laptop,Mobile,North America,Retail Store,Corporate,14,916.15,12826.1
2022-07-14,Tablet,Computers,Asia,Retail Store,Small Business,17,1720.6,29250.199999999997
2022-06-05,Smartphone,Wearables,Europe,Wholesale,Home Office,38,501.7,19064.6
2022-06-21,Laptop,Computers,Europe,Wholesale,Consumer,69,986.63,68077.47
2024-04-26,Desktop,Wearables,Asia,Online,Enterprise,13,973.91,12660.83
2022-02-10,Smartphone,Electronics,North America,Online,Corporate,53,632.94,33545.82
2022-03-04,Laptop,Electronics,Europe,Retail Store,Home Office,9,2196.96,19772.64
2022-01-23,Smartwatch,Computers,Asia,Online,Consumer,44,1713.17,75379.48000000001
2022-12-26,Smartwatch,Accessories,Europe,Marketplace,Consumer,26,735.85,19132.100000000002
2022-03-16,Laptop,Mobile,Africa,Direct Sales,Corporate,77,643.2,49526.4
2023-07-14,Tablet,Wearables,Africa,Online,Corporate,19,93.99,1785.81
2023-11-03,Tablet,Mobile,Europe,Online,Small Business,48,899.13,43158.24
2024-04-04,Smartphone,Electronics,Europe,Wholesale,Small Business,81,1340.59,108587.79
2022-04-28,Smartwatch,Accessories,Africa,Marketplace,Corporate,80,730.39,58431.2
2023-09-04,Tablet,Accessories,Europe,Online,Corporate,30,1766.12,52983.6
2023-01-15,Tablet,Mobile,North America,Direct Sales,Home Office,32,1058.79,33881.28
2024-07-17,Smartwatch,Electronics,North America,Online,Small Business,78,824.98,64348.44
2024-07-08,Desktop,Mobile,South America,Retail Store,Consumer,79,2350.69,185704.51
2023-11-10,Tablet,Computers,North America,Marketplace,Small Business,76,693.86,52733.36
2022-10-17,Laptop,Accessories,Oceania,Online,Small Business,75,1025.73,76929.75
2023-03-16,Smartphone,Accessories,Oceania,Marketplace,Corporate,69,986.61,68076.09
2023-10-30,Tablet,Computers,Oceania,Online,Corporate,11,640.94,7050.34
2024-07-21,Tablet,Electronics,Europe,Direct Sales,Small Business,98,582.82,57116.36000000001
2022-01-07,Desktop,Accessories,Europe,Direct Sales,Enterprise,83,790.83,65638.89
2022-07-15,Laptop,Wearables,Asia,Marketplace,Enterprise,26,2167.38,56351.880000000005
2023-02-25,Smartphone,Wearables,Oceania,Wholesale,Small Business,26,1929.35,50163.1
2023-07-22,Tablet,Electronics,Oceania,Wholesale,Enterprise,17,1718.45,29213.65
2024-04-12,Smartphone,Computers,North America,Retail Store,Small Business,95,1169.9,111140.50000000001
2022-07-12,Smartwatch,Mobile,Africa,Wholesale,Corporate,83,1294.0,107402.0
2023-07-13,Tablet,Electronics,Africa,Marketplace,Corporate,44,704.49,30997.56
2022-05-28,Tablet,Mobile,South America,Wholesale,Corporate,84,232.07,19493.88
2024-02-26,Smartwatch,Electronics,Asia,Retail Store,Consumer,23,861.05,19804.149999999998
2023-10-31,Desktop,Wearables,Africa,Online,Corporate,25,1264.18,31604.5
2022-07-21,Tablet,Computers,South America,Wholesale,Corporate,92,190.42,17518.64
2023-03-20,Smartphone,Wearables,North America,Marketplace,Small Business,37,266.17,9848.29
2024-07-02,Laptop,Computers,Asia,Marketplace,Enterprise,76,694.41,52775.159999999996
2023-02-23,Smartphone,Mobile,Asia,Retail Store,Enterprise,65,949.35,61707.75
2023-03-03,Desktop,Electronics,Oceania,Retail Store,Corporate,2,1013.63,2027.26
2023-04-24,Laptop,Accessories,Europe,Direct Sales,Corporate,74,338.82,25072.68
2023-04-20,Smartphone,Accessories,Oceania,Direct Sales,Corporate,98,603.26,59119.479999999996
2022-05-06,Smartphone,Computers,North America,Direct Sales,Small Business,32,691.04,22113.28
2023-01-30,Smartwatch,Computers,Oceania,Online,Small Business,89,215.71,19198.190000000002
2024-03-27,Desktop,Wearables,Asia,Marketplace,Small Business,74,848.94,62821.560000000005
2024-05-30,Smartwatch,Accessories,Oceania,Direct Sales,Enterprise,55,226.94,12481.7
2024-03-16,Laptop,Wearables,South America,Marketplace,Consumer,50,1773.47,88673.5
2023-07-30,Smartwatch,Mobile,Oceania,Retail Store,Enterprise,65,995.82,64728.3
2022-11-21,Desktop,Accessories,Africa,Online,Small Business,32,850.54,27217.28
2023-01-27,Tablet,Mobile,North America,Retail Store,Home Office,37,359.98,13319.26
2024-07-18,Tablet,Electronics,North America,Marketplace,Consumer,76,604.93,45974.67999999999
2023-11-19,Laptop,Wearables,Asia,Direct Sales,Corporate,82,620.13,50850.659999999996
2023-09-20,Tablet,Computers,Oceania,Retail Store,Enterprise,94,2463.75,231592.5
2023-03-16,Smartwatch,Accessories,Asia,Wholesale,Consumer,13,2096.61,27255.93
2022-07-23,Laptop,Wearables,Asia,Online,Home Office,54,87.39,4719.06
2023-05-01,Desktop,Computers,South America,Marketplace,Consumer,3,1561.25,4683.75
2024-04-12,Laptop,Electronics,Europe,Direct Sales,Enterprise,85,676.98,57543.3
2022-01-31,Laptop,Accessories,Asia,Retail Store,Small Business,42,305.72,12840.240000000002
2023-01-23,Smartphone,Mobile,Europe,Online,Corporate,78,1778.72,138740.16
2023-09-17,Smartphone,Electronics,Europe,Direct Sales,Small Business,40,372.43,14897.2
2024-05-26,Laptop,Computers,North America,Retail Store,Small Business,74,1137.16,84149.84000000001
2023-03-10,Tablet,Accessories,Africa,Marketplace,Enterprise,66,1598.8,105520.8
2024-04-16,Smartphone,Accessories,Africa,Wholesale,Small Business,60,1408.51,84510.6
2024-07-14,Desktop,Electronics,Oceania,Wholesale,Small Business,11,2445.19,26897.09
2023-01-11,Smartwatch,Accessories,South America,Marketplace,Enterprise,1,1975.07,1975.07
2022-12-10,Smartphone,Computers,South America,Online,Enterprise,26,1946.77,50616.02
2023-03-19,Laptop,Electronics,Africa,Marketplace,Home Office,42,921.21,38690.82
2023-08-02,Tablet,Mobile,Oceania,Retail Store,Small Business,62,70.57,4375.339999999999
2022-03-16,Smartwatch,Electronics,Africa,Online,Consumer,61,1849.31,112807.91
2023-07-11,Smartphone,Electronics,Oceania,Wholesale,Corporate,77,2499.34,192449.18000000002
2024-02-11,Tablet,Mobile,Oceania,Retail Store,Corporate,92,1044.4,96084.8
2023-10-28,Tablet,Computers,Oceania,Direct Sales,Enterprise,85,2464.52,209484.2
2022-06-04,Tablet,Wearables,Oceania,Direct Sales,Enterprise,62,397.18,24625.16
2023-03-06,Laptop,Wearables,North America,Direct Sales,Home Office,74,776.46,57458.04
2022-12-29,Desktop,Mobile,North America,Wholesale,Small Business,12,468.28,5619.36
2023-03-24,Tablet,Computers,Africa,Marketplace,Enterprise,27,1214.18,32782.86
2022-08-22,Smartwatch,Accessories,Oceania,Online,Enterprise,67,2002.6,134174.19999999998
2023-07-17,Smartphone,Mobile,Asia,Wholesale,Corporate,28,884.62,24769.36
2024-03-28,Smartwatch,Wearables,Oceania,Retail Store,Small Business,66,2270.26,149837.16
